,Price,Room,View Size,Age,Floortype,Location
10200,"
1.850 TL",2 + 1,"
100 m2",30 Yaşında, 2. Kat,"
Zeytinburnu,
 
Sümer Mahallesi
"
10201,"
3.000 TL",3 + 1,"
130 m2",35 Yaşında, 4. Kat,"
Şişli,
 
Meşrutiyet Mahallesi
"
10202,"
1.200 TL",2 + 1,"
80 m2",26 Yaşında, Giriş Katı,"
Üsküdar,
 
Yavuztürk Mahallesi
"
10203,"
17.200 TL",2 + 1,"
192 m2",13 Yaşında, 21 ve üzeri,"
Şişli,
 
19 Mayıs Mahallesi
"
10204,"
2.000 TL",1 + 1,"
75 m2",40 Yaşında, 1. Kat,"
Fatih,
 
Haseki Sultan Mahallesi
"
10205,"
4.000 TL",2 + 1,"
85 m2",1 Yaşında, 2. Kat,"
Büyükçekmece,
 
Atatürk Mahallesi
"
10206,"
5.000 TL",2 + 1,"
100 m2",35 Yaşında, Ara Kat,"
Şişli,
 
Bozkurt Mahallesi
"
10207,"
3.100 TL",Stüdyo,"
40 m2",1 Yaşında, 20. Kat,"
Kadıköy,
 
Fikirtepe Mahallesi
"
10208,"
60.000 TL",4 + 1,"
380 m2",31 Yaşında, 2. Kat,"
Beşiktaş,
 
Bebek Mahallesi
"
10209,"
30.000 TL",5 + 1,"
250 m2",40 Yaşında, 5. Kat,"
Şişli,
 
Harbiye Mahallesi
"
10210,"
1.400 TL",2 + 1,"
75 m2",35 Yaşında, Yüksek Giriş,"
Üsküdar,
 
Valide-i Atik Mahallesi
"
10211,"
1.350 TL",3 + 1,"
110 m2",30 Yaşında, 4. Kat,"
Maltepe,
 
Cevizli Mahallesi
"
10212,"
1.750 TL",2 + 1,"
90 m2",8 Yaşında, 2. Kat,"
Beyoğlu,
 
Piyalepaşa Mahallesi
"
10213,"
2.500 TL",2 + 1,"
90 m2",35 Yaşında, 3. Kat,"
Bahçelievler,
 
Bahçelievler Mahallesi
"
10214,"
2.600 TL",3 + 1,"
130 m2",30 Yaşında, 2. Kat,"
Güngören,
 
Abdurrahman Nafiz Gürman Mahallesi
"
10215,"
2.750 TL",3 + 1,"
135 m2",31 Yaşında, 4. Kat,"
Fatih,
 
Seyyid Ömer Mahallesi
"
10216,"
6.000 TL",3 + 1,"
145 m2",25 Yaşında, Yüksek Giriş,"
Bakırköy,
 
Ataköy 2-5-6. Kısım Mahallesi
"
10217,"
6.000 TL",6 + 1,"
260 m2",25 Yaşında, 1. Kat,"
Bakırköy,
 
Zuhuratbaba Mahallesi
"
10218,"
1.600 TL",2 + 1,"
100 m2",28 Yaşında, 5. Kat,"
Güngören,
 
Mareşal Çakmak Mahallesi
"
10219,"
1.400 TL",1 + 1,"
55 m2",45 Yaşında, Bahçe Katı,"
Üsküdar,
 
Selimiye Mahallesi
"
10220,"
8.500 TL",6 + 3,"
400 m2",12 Yaşında, ,"
Başakşehir,
 
Bahçeşehir 2. Kısım Mahallesi
"
10221,"
1.600 TL",1 + 1,"
60 m2",Sıfır Bina, Ara Kat,"
Ataşehir,
 
İnönü Mahallesi
"
10222,"
2.200 TL",2 + 1,"
75 m2",35 Yaşında, 1. Kat,"
Beşiktaş,
 
Sinanpaşa Mahallesi
"
10223,"
3.400 TL",2 + 1,"
70 m2",25 Yaşında, 4. Kat,"
Şişli,
 
Fulya Mahallesi
"
10224,"
23.000 TL",5 + 1,"
320 m2",22 Yaşında, 3. Kat,"
Beşiktaş,
 
Ulus Mahallesi
"
10225,"
2.500 TL",2 + 1,"
90 m2",30 Yaşında, Yüksek Giriş,"
Şişli,
 
Feriköy Mahallesi
"
10226,"
2.000 TL",3 + 1,"
120 m2",25 Yaşında, 3. Kat,"
Fatih,
 
Mevlanakapı Mahallesi
"
10227,"
2.600 TL",2 + 1,"
110 m2",30 Yaşında, 5. Kat,"
Güngören,
 
Abdurrahman Nafiz Gürman Mahallesi
"
10228,"
2.000 TL",3 + 1,"
135 m2",30 Yaşında, 1. Kat,"
Maltepe,
 
Yalı Mahallesi
"
10229,"
7.500 TL",1 + 1,"
114 m2",13 Yaşında, 1. Kat,"
Şişli,
 
19 Mayıs Mahallesi
 "
10230,"
2.950 TL",3 + 1,"
170 m2",30 Yaşında, 2. Kat,"
Güngören,
 
Abdurrahman Nafiz Gürman Mahallesi
"
10231,"
2.000 TL",2 + 1,"
80 m2",10 Yaşında, 4. Kat,"
Esenyurt,
 
Yenikent Mahallesi
"
10232,"
2.750 TL",2 + 1,"
95 m2",35 Yaşında, 2. Kat,"
Beşiktaş,
 
Cihannüma Mahallesi
"
10233,"
5.750 TL",1 + 1,"
60 m2",Sıfır Bina, Yüksek Giriş,"
Beşiktaş,
 
Türkali Mahallesi
"
10234,"
1.900 TL",1 + 1,"
45 m2",35 Yaşında, 18. Kat,"
Beşiktaş,
 
Abbasağa Mahallesi
"
10235,"
5.500 TL",1 + 1,"
85 m2",11 Yaşında, Bahçe Katı,"
Sarıyer,
  
Maslak Mahallesi
"
10236,"
1.250 TL",1 + 1,"
75 m2",25 Yaşında, 3. Kat,"
Beylikdüzü,
 
Dereağzı Mahallesi
"
10237,"
1.600 TL",1 + 1,"
70 m2",45 Yaşında, 4. Kat,"
Fatih,
 
Seyyid Ömer Mahallesi
"
10238,"
5.500 TL",3 + 1,"
153 m2",3 Yaşında, 2. Kat,"
Beylikdüzü,
 
Adnan Kahveci Mahallesi
"
10239,"
9.000 TL",2 + 1,"
120 m2",30 Yaşında, Ara Kat,"
Beyoğlu,
 
Kılıçali Paşa Mahallesi
"
10240,"
1.500 TL",2 + 1,"
90 m2",3 Yaşında, 4. Kat,"
Pendik,
 
Güllü Bağlar Mahallesi
"
10241,"
12.000 TL",4 + 2,"
300 m2",25 Yaşında, 5. Kat,"
Sarıyer,
 
Yeniköy Mahallesi
"
10242,"
2.500 TL",3 + 1,"
130 m2",25 Yaşında, 3. Kat,"
Ümraniye,
 
Atatürk Mahallesi
"
10243,"
2.200 TL",1 + 1,"
75 m2",30 Yaşında, 15. Kat,"
Şişli,
 
Bozkurt Mahallesi
"
10244,"
4.800 TL",3 + 1,"
120 m2",8 Yaşında, 2. Kat,"
Ataşehir,
 
İçerenköy Mahallesi
"
10245,"
2.350 TL",3 + 1,"
110 m2",35 Yaşında, 3. Kat,"
Fatih,
 
Topkapı Mahallesi
"
10246,"
1.800 TL",2 + 1,"
100 m2",50 Yaşında, 1. Kat,"
Eyüpsultan,
 
Nişancı Mahallesi
"
10247,"
2.250 TL",2 + 1,"
100 m2",30 Yaşında, 5. Kat,"
Şişli,
 
Eskişehir Mahallesi
"
10248,"
3.500 TL",4 + 1,"
115 m2",40 Yaşında, 4. Kat,"
Fatih,
  
Haseki Sultan Mahallesi
"
10249,"
15.000 TL",3 + 1,"
190 m2",2 Yaşında, ,"
Sarıyer,
 
Zekeriyaköy Mahallesi
"
10250,"
4.250 TL",3 + 1,"
150 m2",25 Yaşında, 3. Kat,"
Büyükçekmece,
 
Atatürk Mahallesi
"
10251,"
6.000 TL",3 + 1,"
160 m2",40 Yaşında, 5. Kat,"
Beşiktaş,
 
Vişnezade Mahallesi
"
10252,"
2.500 TL",2 + 1,"
100 m2",30 Yaşında, 2. Kat,"
Beyoğlu,
 
Tomtom Mahallesi
"
10253,"
8.000 TL",4 + 1,"
180 m2",30 Yaşında, Bahçe Katı,"
Büyükçekmece,
 
Fatih Mahallesi
"
10254,"
12.000 TL",5 + 2,"
360 m2",17 Yaşında, ,"
Başakşehir,
 
Bahçeşehir 2. Kısım Mahallesi
"
10255,"
3.500 TL",2 + 1,"
110 m2",30 Yaşında, 3. Kat,"
Fatih,
 
Şehremini Mahallesi
"
10256,"
4.000 TL",2 + 1,"
95 m2",40 Yaşında, Bahçe Katı,"
Beşiktaş,
 
Etiler Mahallesi
"
10257,"
3.100 TL",1 + 1,"
74 m2",3 Yaşında, 21 ve üzeri,"
Ümraniye,
 
Saray Mahallesi
"
10258,"
3.000 TL",1 + 1,"
70 m2",Sıfır Bina, 3. Kat,"
Şişli,
 
Halide Edip Adıvar Mahallesi
"
10259,"
2.000 TL",2 + 1,"
90 m2",40 Yaşında, 3. Kat,"
Fatih,
 
Mevlanakapı Mahallesi
"
10260,"
2.500 TL",3 + 1,"
140 m2",30 Yaşında, Ara Kat,"
Kağıthane,
 
Hürriyet Mahallesi
"
10261,"
55.000 TL",4 + 1,"
255 m2",25 Yaşında, 1. Kat,"
Beşiktaş,
 
Bebek Mahallesi
"
10262,"
5.000 TL",5 + 1,"
240 m2",17 Yaşında, ,"
Şile,
 
İmrenli Mahallesi
"
10263,"
3.500 TL",1 + 1,"
70 m2",31 Yaşında, Yüksek Giriş,"
Beşiktaş,
 
Mecidiye Mahallesi
"
10264,"
4.000 TL",1 + 1,"
100 m2",30 Yaşında, Ara Kat,"
Şişli,
 
Cumhuriyet Mahallesi
"
10265,"
1.100 TL",2 + 1,"
95 m2",40 Yaşında, Giriş Katı,"
Maltepe,
 
Gülsuyu Mahallesi
"
10266,"
1.700 TL",3 + 1,"
115 m2",20 Yaşında, 3. Kat,"
Kağıthane,
 
Ortabayır Mahallesi
"
10267,"
1.800 TL",1 + 1,"
75 m2",30 Yaşında, Kot 1,"
Beşiktaş,
 
Yıldız Mahallesi
"
10268,"
1.700 TL",1 + 1,"
70 m2",Sıfır Bina, 4. Kat,"
Çekmeköy,
 
Taşdelen Mahallesi
"
10269,"
14.000 TL",4 + 2,"
320 m2",2 Yaşında, ,"
Sarıyer,
 
Kumköy Mahallesi
"
10270,"
3.150 TL",4 + 1,"
150 m2",30 Yaşında, 4. Kat,"
Fatih,
 
Şehremini Mahallesi
"
10271,"
2.000 TL",3 + 1,"
160 m2",30 Yaşında, 2. Kat,"
Beykoz,
 
Çubuklu Mahallesi
"
10272,"
1.100 TL",1 + 1,"
50 m2",26 Yaşında, 3. Kat,"
Fatih,
 
Cibali Mahallesi
"
10273,"
3.000 TL",Stüdyo,"
37 m2",1 Yaşında, 3. Kat,"
Beyoğlu,
 
Hacıahmet Mahallesi
"
10274,"
700 TL",Stüdyo,"
28 m2",2 Yaşında, ,"
Sarıyer,
 
Fatih Sultan Mehmet Mahallesi
"
10275,"
2.500 TL",3 + 1,"
185 m2",16 Yaşında, Yüksek Giriş,"
Büyükçekmece,
 
Mimaroba Mahallesi
"
10276,"
2.800 TL",2 + 1,"
90 m2",30 Yaşında, 2. Kat,"
Fatih,
 
Haseki Sultan Mahallesi
"
10277,"
2.500 TL",2 + 1,"
90 m2",40 Yaşında, 3. Kat,"
Fatih,
 
Şehremini Mahallesi
"
10278,"
1.350 TL",1 + 1,"
75 m2",4 Yaşında, Bahçe Katı,"
Küçükçekmece,
 
Yeni Mahalle Mahallesi
"
10279,"
2.800 TL",1 + 1,"
65 m2",2 Yaşında, 2. Kat,"
Avcılar,
 
Merkez Mahallesi
"
10280,"
7.000 TL",2 + 1,"
120 m2",30 Yaşında, 1. Kat,"
Sarıyer,
 
Yeniköy Mahallesi
"
10281,"
60.000 TL",3 + 1,"
230 m2",28 Yaşında, 2. Kat,"
Beşiktaş,
 
Bebek Mahallesi
"
10282,"
1.550 TL",2 + 1,"
85 m2",25 Yaşında, 1. Kat,"
Beyoğlu,
 
Sururi Mehmet Efendi Mahallesi
"
10283,"
3.500 TL",3 + 1,"
100 m2",30 Yaşında, Giriş Katı,"
Güngören,
 
Mehmet Nesih Özmen Mahallesi
"
10284,"
1.750 TL",3 + 1,"
100 m2",25 Yaşında, Yüksek Giriş,"
Beykoz,
 
Gümüşsuyu Mahallesi
"
10285,"
1.900 TL",1 + 1,"
67 m2",11 Yaşında, 1. Kat,"
Pendik,
 
Yenişehir Mahallesi
"
10286,"
9.500 TL",1 + 1,"
65 m2",110 Yaşında, 2. Kat,"
Beyoğlu,
 
Tomtom Mahallesi
"
10287,"
2.300 TL",2 + 1,"
80 m2",40 Yaşında, Kot 1,"
Beşiktaş,
 
Yıldız Mahallesi
"
10288,"
1.400 TL",1 + 1,"
65 m2",26 Yaşında, 1. Kat,"
Fatih,
 
Şehremini Mahallesi
"
